Rank | Name             | W - L | Lifeforce

1    | Donut            | 3 - 0 | 12,432,945
2    | LOVELESS         | 2 - 1 | 11,164,676
3    | FullMoonCafe     | 3 - 0 | 10,518,541
4    | Insomniacs       | 2 - 1 | 9,973,631
5    | Agony            | 2 - 1 | 9,638,234
6    | Choten           | 2 - 1 | 8,752,165
7    | Everlasting      | 2 - 1 | 8,172,673
8    | Moogles          | 2 - 1 | 8,092,772
9    | Shade            | 3 - 0 | 7,651,023
10   | Quebec           | 1 - 2 | 7,527,319
11   | Pokédex          | 2 - 1 | 7,309,096
12   | Yozora           | 2 - 1 | 7,279,676
13   | OuRHa            | 2 - 1 | 7,050,448
14   | 9Realms          | 2 - 1 | 6,979,888
15   | WildHunt         | 2 - 1 | 6,979,557
16   | Arroz            | 2 - 1 | 6,972,968
17   | BlackRose        | 3 - 0 | 6,870,280
18   | LuckyOrb         | 3 - 0 | 6,540,138
19   | Elegy            | 2 - 1 | 6,265,951
20   | iGod             | 2 - 1 | 6,205,656
21   | HachikujiMayoi   | 2 - 1 | 6,161,321
22   | Valiance         | 2 - 1 | 5,941,879
23   | S.H.             | 2 - 1 | 5,926,405
24   | Wormhole         | 2 - 1 | 5,629,934
25   | Lethaeus         | 2 - 1 | 5,361,538
26   | Skögul           | 2 - 1 | 5,286,892
27   | Pudding          | 2 - 1 | 5,100,864
28   | Valhalla         | 2 - 1 | 5,072,432
29   | Rikone           | 2 - 1 | 4,768,316
30   | Navi             | 2 - 1 | 4,657,242
31   | Arialis          | 2 - 1 | 4,623,723
32   | Eternity         | 1 - 2 | 4,506,664
33   | Nazarick         | 2 - 1 | 4,476,565
34   | Nyanpasu         | 2 - 1 | 4,329,742
35   | Athenaeum        | 1 - 2 | 4,324,295
36   | Marchen          | 2 - 1 | 4,244,104
37   | ChilePog         | 2 - 1 | 4,190,459
38   | Arcarum          | 2 - 1 | 4,165,329
39   | Phase            | 1 - 2 | 4,107,663
40   | Procella         | 2 - 1 | 4,067,049
41   | Cococabra        | 2 - 1 | 4,062,080
42   | Seikatsu         | 1 - 2 | 4,046,957
43   | RedHand          | 2 - 1 | 4,003,560
44   | OFFtopic         | 1 - 2 | 3,967,003
45   | Bouken           | 2 - 1 | 3,784,028
46   | Sino             | 1 - 2 | 3,741,676
47   | TBC              | 1 - 2 | 3,740,801
48   | Heim             | 1 - 2 | 3,606,222
49   | CrimsonButterfly | 2 - 1 | 3,575,376
50   | Scindo           | 2 - 1 | 3,544,574
51   | Keyblade         | 2 - 1 | 3,482,398
52   | FGO              | 2 - 1 | 3,444,910
53   | NoLuck           | 2 - 1 | 3,285,742
54   | Kupo             | 1 - 2 | 3,260,627
55   | Phoenix          | 1 - 2 | 3,069,161
56   | ~Lumina~         | 1 - 2 | 3,053,718
57   | CoolKids         | 1 - 2 | 3,041,690
58   | Rebirth          | 1 - 2 | 2,992,546
59   | KHAMJA           | 2 - 1 | 2,990,246
60   | ASTEÂ            | 1 - 2 | 2,935,200
61   | Crimson•Lynxes   | 1 - 2 | 2,908,956
62   | Igallta          | 2 - 1 | 2,892,432
63   | Elegiac          | 2 - 1 | 2,802,269
64   | [SPC]            | 1 - 2 | 2,775,079
65   | NoEsc            | 1 - 2 | 2,580,421
66   | Amimir           | 1 - 2 | 2,431,780
67   | BlueStar         | 1 - 2 | 2,409,420
68   | Eidrheim         | 2 - 1 | 2,365,102
69   | Aesir            | 2 - 1 | 2,348,326
70   | TROLLoALICE      | 1 - 2 | 2,346,102
71   | AdreNALine       | 1 - 2 | 2,343,012
72   | Casuals          | 2 - 1 | 2,210,292
73   | Wadjet           | 1 - 2 | 2,173,400
74   | Redempt          | 1 - 2 | 2,169,402
75   | Silver_Kinshi    | 1 - 2 | 2,016,878
76   | Myrmidon         | 1 - 2 | 1,905,779
77   | Nazarick         | 1 - 2 | 1,847,950
78   | Oniriums         | 2 - 1 | 1,847,015
79   | DarkStar         | 1 - 2 | 1,845,863
80   | Renacer          | 1 - 2 | 1,746,354
81   | EmilShop         | 1 - 2 | 1,661,663
82   | Grimoire         | 1 - 2 | 1,442,469
83   | Fenrir           | 1 - 2 | 1,392,774
84   | Re:Fluff✿        | 1 - 2 | 1,377,717
85   | Stellae          | 1 - 2 | 1,309,213
86   | animeirl         | 1 - 2 | 1,246,486
87   | Avalon           | 1 - 2 | 1,210,901
88   | E7ernalShadow    | 1 - 2 | 1,184,102
89   | LOFM             | 1 - 2 | 1,095,180
90   | ClstGato         | 1 - 2 | 1,013,447
91   | MrWolf.Co        | 1 - 2 | 881,953
92   | MementoMori      | 1 - 2 | 821,710
93   | DailyDrivers     | 1 - 2 | 792,261
94   | TeamSimpMid      | 1 - 2 | 690,403
95   | Arendelle        | 0 - 3 | 687,471
96   | ~Rankers~        | 0 - 3 | 536,383
97   | Saintles         | 0 - 3 | 316,072
98   | Hellothr         | 0 - 3 | 309,643
99   | Tokugawa's       | 0 - 3 | 191,949
100  | 육식동물원            | 0 - 3 | 54,026
