Rank | Name             | W - L | Lifeforce
89   | AnkhMorpork      | 2 - 3 | 5,861,847
90   | LunarTearSociety | 3 - 2 | 5,835,772
91   | Nekopara         | 2 - 3 | 5,784,899
92   | Intoners         | 2 - 3 | 5,773,038
93   | Xel'Naga         | 2 - 3 | 5,738,860
94   | ╬MatureBearsメ    | 3 - 2 | 5,655,951
95   | Golden•Dawn      | 2 - 3 | 5,584,764
96   | Quetzalcóatl     | 2 - 3 | 5,269,868
97   | NotW             | 1 - 4 | 5,255,541
98   | Bloodlust        | 2 - 3 | 5,204,718
99   | CookieClub       | 3 - 2 | 5,168,369
100  | Zodiac           | 3 - 2 | 5,164,402
101  | ValeofCrab       | 2 - 3 | 5,144,488
102  | Aiseiri          | 1 - 4 | 5,024,795
103  | SonsOfAnarchy    | 2 - 3 | 5,002,487
104  | Ψ☆Nefilims☆Ψ     | 2 - 3 | 4,871,470
105  | Delirios         | 2 - 3 | 4,824,833
106  | Shinigami's      | 2 - 3 | 4,814,147
107  | エロすぎる            | 3 - 2 | 4,537,349
108  | Autores          | 2 - 3 | 4,464,881
109  | SkyPlus          | 2 - 3 | 4,461,605
110  | Mirage           | 2 - 3 | 4,334,899
111  | Brigandia        | 2 - 3 | 4,270,556
112  | Tragedia         | 2 - 3 | 4,211,201
113  | (^¶ω¶^✿)stic     | 2 - 3 | 4,154,709
114  | Rubrum           | 3 - 2 | 4,132,146
115  | YoRHa            | 2 - 3 | 3,946,311
116  | JuiceBox         | 2 - 3 | 3,754,022
117  | CrimsonRose      | 2 - 3 | 3,749,569
118  | UɴᴛɪʟDᴀᴡɴ        | 3 - 2 | 3,732,590
119  | Hylia            | 2 - 3 | 3,724,171
120  | FringePhatoms    | 2 - 3 | 3,652,435
121  | YoRHa            | 2 - 3 | 3,521,238
122  | Database         | 2 - 3 | 3,488,167
123  | SINoFAMS         | 2 - 3 | 3,440,230
124  | CoM              | 2 - 3 | 3,364,312
125  | OwO              | 2 - 3 | 3,157,118
126  | Magius           | 2 - 3 | 3,115,175
127  | Lollipop         | 2 - 3 | 3,100,444
128  | [~Wicked~]       | 2 - 3 | 3,014,926
129  | Somnus           | 2 - 3 | 2,902,259
130  | SINoMEX          | 2 - 3 | 2,855,786
131  | Mochi            | 2 - 3 | 2,802,582
132  | Yormn's          | 2 - 3 | 2,769,321
133  | Platinum         | 2 - 3 | 2,703,638
134  | KoS              | 1 - 4 | 2,484,933
135  | 7SinCult         | 1 - 4 | 2,407,048
136  | Automata         | 2 - 3 | 2,348,705
137  | Trishula         | 2 - 3 | 2,322,258
138  | Neptune’sDevout  | 2 - 3 | 2,257,046
139  | DemonSoul's      | 2 - 3 | 2,210,097
140  | Replicants       | 1 - 4 | 2,076,724
141  | Ragnarok         | 1 - 4 | 1,978,222
142  | Chesire          | 1 - 4 | 1,645,548
143  | Choco            | 1 - 4 | 1,613,210
144  | Bunbuns          | 1 - 4 | 1,586,021
145  | Euthalia         | 1 - 4 | 1,322,935
146  | Pusheen          | 1 - 4 | 1,084,173
147  | Gestalts         | 0 - 5 | 466,590
148  | Infernum         | 0 - 5 | 303,026
149  | YNotGuild        | 0 - 5 | 60,594
