Rank | Name             | W - L | Lifeforce
54   | Lycoris          | 4 - 2 | 9,546,170
55   | #Junkies         | 3 - 3 | 9,394,041
56   | Nordic           | 3 - 3 | 9,296,941
57   | Daylight         | 2 - 4 | 9,129,678
58   | SINoYOKO         | 3 - 3 | 9,022,992
59   | CatCafé          | 3 - 3 | 9,012,435
60   | España           | 4 - 2 | 8,968,855
61   | Mangifera†Indica | 3 - 3 | 8,916,477
62   | EXcalibur        | 3 - 3 | 8,786,998
63   | Limbo            | 3 - 3 | 8,604,379
64   | FairyLaw         | 4 - 2 | 8,554,180
65   | BlackAtlas       | 4 - 2 | 8,335,786
66   | Tenshura         | 3 - 3 | 8,261,044
67   | Einherjar        | 3 - 3 | 8,253,634
68   | ProjectD         | 3 - 3 | 8,190,958
69   | PunPun's         | 4 - 2 | 8,106,104
70   | Umbra            | 4 - 2 | 7,838,788
71   | Dreamers         | 3 - 3 | 7,775,880
72   | NASA             | 3 - 3 | 7,723,950
73   | Penumbra         | 3 - 3 | 7,714,058
74   | Légion           | 3 - 3 | 7,607,011
75   | YoRHa            | 3 - 3 | 7,603,064
76   | YoRHa~           | 3 - 3 | 7,570,029
77   | /alter/          | 3 - 3 | 7,407,600
78   | Gestalt          | 3 - 3 | 7,397,500
79   | ｕｗｕ♡ｔｏｗｎ         | 3 - 3 | 7,384,695
80   | Fearless         | 3 - 3 | 7,336,108
81   | WildCard         | 2 - 4 | 7,325,512
82   | Fabled           | 3 - 3 | 7,294,417
83   | Oath             | 3 - 3 | 7,282,291
84   | Trapnest         | 3 - 3 | 7,254,466
85   | KAR              | 3 - 3 | 7,182,391
86   | Kukki            | 3 - 3 | 7,048,449
87   | P.o.c.           | 4 - 2 | 6,876,705
88   | Ragnarök         | 2 - 4 | 6,808,058
89   | Phantasmagoria   | 3 - 3 | 6,805,018
90   | Oppai            | 4 - 2 | 6,790,373
91   | Anasnas          | 3 - 3 | 6,755,893
92   | Réplicas         | 2 - 4 | 6,637,762
93   | TheFellowship    | 4 - 2 | 6,571,507
94   | Elite|Monkey     | 3 - 3 | 6,473,494
95   | TheNiers         | 3 - 3 | 6,363,708
96   | Folklore         | 4 - 2 | 6,358,561
97   | Nimbus           | 3 - 3 | 6,282,277
98   | Fidelis          | 3 - 3 | 6,249,386
99   | Chaldea          | 2 - 4 | 6,142,966
100  | Valkyries        | 3 - 3 | 6,081,345
101  | Revenant         | 3 - 3 | 6,040,789
102  | Saucisse         | 2 - 4 | 5,895,362
103  | Nacre            | 3 - 3 | 5,844,684
104  | Babel            | 3 - 3 | 5,805,973
105  | Suikoden         | 2 - 4 | 5,670,521
106  | Worries          | 1 - 5 | 5,658,763
107  | Vestalis         | 3 - 3 | 5,657,675
108  | Therapy          | 3 - 3 | 5,617,199
109  | Baganzia         | 3 - 3 | 5,388,313
110  | YoRHa            | 3 - 3 | 5,288,985
111  | Illigia          | 3 - 3 | 5,208,023
112  | LunaNova         | 2 - 4 | 5,177,842
113  | Grimm            | 3 - 3 | 5,165,601
114  | YumeNoKoe        | 2 - 4 | 5,026,504
115  | Zephyr           | 2 - 4 | 4,896,356
116  | Lolicon          | 2 - 4 | 4,832,742
117  | Valhöll          | 3 - 3 | 4,812,335
118  | Valhalla         | 3 - 3 | 4,706,206
119  | loss.jpg         | 2 - 4 | 4,587,737
120  | Outlanders       | 3 - 3 | 4,583,345
121  | Slayer's         | 2 - 4 | 4,537,685
122  | Dystopia         | 2 - 4 | 4,406,355
123  | Unknown          | 2 - 4 | 4,387,729
124  | Yakuza           | 2 - 4 | 4,291,084
125  | Reveries         | 3 - 3 | 4,238,618
126  | Skario           | 3 - 3 | 4,197,310
127  | Midgard          | 2 - 4 | 4,178,931
128  | Solis            | 4 - 2 | 4,121,116
129  | DragVanish       | 3 - 3 | 3,857,150
130  | Watchers         | 3 - 3 | 3,768,390
131  | Divas            | 3 - 3 | 3,675,338
132  | SaPE             | 2 - 4 | 3,563,155
133  | SoulWar          | 2 - 4 | 3,359,231
134  | Fallens          | 3 - 3 | 3,355,110
135  | TeaParty         | 2 - 4 | 3,171,320
136  | Catharsis        | 3 - 3 | 3,081,756
137  | SINrne           | 3 - 3 | 3,061,653
138  | Epitaph•         | 2 - 4 | 3,042,652
139  | TheCrew          | 2 - 4 | 2,891,382
140  | MopTales         | 2 - 4 | 2,806,498
141  | Oops             | 3 - 3 | 2,767,563
142  | SharkNTS         | 2 - 4 | 2,743,810
143  | Hades            | 2 - 4 | 2,586,150
144  | Flemme           | 2 - 4 | 2,483,604
145  | Druffis          | 2 - 4 | 2,455,607
146  | NieR             | 3 - 3 | 2,424,904
147  | Star-Alliance    | 2 - 4 | 2,400,469
148  | Dankness         | 2 - 4 | 2,364,190
149  | Betelgeuse       | 2 - 4 | 2,319,874
150  | Spark            | 2 - 4 | 2,218,584
151  | All-Icers        | 2 - 4 | 2,164,236
152  | Adam             | 2 - 4 | 2,068,279
153  | Wndrlnd          | 2 - 4 | 1,932,142
154  | Mylar            | 1 - 5 | 1,597,925
155  | Ye               | 2 - 4 | 1,592,909
156  | Zetsubou         | 2 - 4 | 1,533,310
157  | K-on             | 2 - 4 | 1,513,303
158  | SoS              | 1 - 5 | 1,298,783
159  | Symphogear!!     | 1 - 5 | 1,027,348
160  | SHADOW           | 1 - 5 | 999,403
161  | DragNir          | 1 - 5 | 714,655
162  | Redlily          | 1 - 5 | 597,886
163  | Atrium           | 0 - 6 | 23,266
164  | Ventura          | 0 - 6 | 9,123
