Rank | Name             | W - L | Lifeforce

1    | Peanut           | 6 - 0 | 31,064,711
2    | Squids           | 5 - 1 | 22,603,302
3    | Codex            | 5 - 1 | 22,286,011
4    | Weebs            | 5 - 1 | 17,750,010
5    | Oblivion         | 4 - 2 | 16,110,994
6    | YoRha            | 5 - 1 | 15,452,383
7    | Kali             | 5 - 1 | 15,017,583
8    | BeAsG0Ds         | 5 - 1 | 14,883,734
9    | Uncharted        | 4 - 2 | 14,874,363
10   | Quit4Prison      | 4 - 2 | 14,743,724
11   | Birbs            | 4 - 2 | 14,706,219
12   | Vesto            | 3 - 3 | 14,208,478
13   | SANCTUM          | 3 - 3 | 14,023,955
14   | Salvation™       | 4 - 2 | 13,918,237
15   | HupGuard         | 4 - 2 | 13,833,036
16   | GranWing         | 4 - 2 | 13,816,852
17   | Solis            | 4 - 2 | 13,807,367
18   | La_Secte         | 4 - 2 | 13,636,558
19   | Marigold         | 4 - 2 | 13,610,438
20   | [Blank]          | 4 - 2 | 13,314,978
21   | ClammyClam       | 3 - 3 | 13,269,214
22   | Dabbers          | 3 - 3 | 12,552,678
23   | Mjødhall         | 4 - 2 | 12,466,754
24   | 7Sins            | 4 - 2 | 12,439,016
25   | Mistborn         | 4 - 2 | 12,435,244
26   | GrimmNightmare   | 4 - 2 | 12,379,634
27   | Phantasmagoria   | 2 - 4 | 12,046,106
28   | Hazelnut         | 3 - 3 | 11,882,979
29   | Panda            | 3 - 3 | 11,850,761
30   | NoTale.F.A       | 4 - 2 | 11,819,632
31   | DayDream         | 2 - 4 | 11,703,518
32   | SINcerity        | 3 - 3 | 11,647,496
33   | GrimTale         | 4 - 2 | 11,530,098
34   | Bookstore        | 5 - 1 | 11,481,989
35   | Paywall          | 4 - 2 | 11,299,514
36   | EndofPariah      | 3 - 3 | 11,288,634
37   | Kyogen           | 4 - 2 | 11,037,089
38   | Blank            | 4 - 2 | 11,009,340
39   | Baguette         | 3 - 3 | 10,974,680
40   | KARMA            | 2 - 4 | 10,693,458
41   | HEX              | 4 - 2 | 10,692,529
42   | Salière          | 4 - 2 | 10,631,261
43   | TeamPetty        | 4 - 2 | 10,347,695
44   | Odyssey          | 2 - 4 | 10,336,786
45   | Monochrome       | 3 - 3 | 10,222,003
46   | Dai-Shocker      | 4 - 2 | 10,148,572
47   | Asterisk         | 3 - 3 | 9,989,772
48   | Daijoubu         | 3 - 3 | 9,945,539
49   | Synchronicity    | 4 - 2 | 9,763,163
50   | SunTears         | 4 - 2 | 9,754,751
51   | Lithium          | 3 - 3 | 9,619,593
52   | Phantom          | 3 - 3 | 9,611,151
53   | TheAvatars       | 4 - 2 | 9,560,573
