Rank | Name             | W - L | Lifeforce

1    | Malchi           | 6 - 0 | 31,048,815
2    | Twelve           | 4 - 2 | 22,073,116
3    | Angelis          | 5 - 1 | 21,920,397
4    | Brotherhood      | 4 - 2 | 20,055,063
5    | LawIsThicc       | 5 - 1 | 19,998,097
6    | Rebirth          | 4 - 2 | 19,556,235
7    | Nyaaa            | 4 - 2 | 16,035,812
8    | 『MR』             | 4 - 2 | 15,713,714
9    | Dream            | 4 - 2 | 15,235,674
10   | Alliance         | 4 - 2 | 14,839,900
11   | Canceled         | 3 - 3 | 14,715,945
12   | MilkVoid         | 3 - 3 | 14,641,412
13   | LammyCult        | 5 - 1 | 14,578,109
14   | /rope/           | 4 - 2 | 14,369,075
15   | [Not]Eternia     | 5 - 1 | 14,341,939
16   | Divine           | 4 - 2 | 14,269,068
17   | Wall-Nut         | 4 - 2 | 14,205,758
18   | Puzzles          | 4 - 2 | 13,991,840
19   | Wu               | 3 - 3 | 13,829,461
20   | Typhon           | 3 - 3 | 13,732,062
21   | Carmesí          | 4 - 2 | 13,474,237
22   | Cirque           | 3 - 3 | 13,126,007
23   | Luxuria          | 4 - 2 | 12,973,146
24   | PowerUP          | 4 - 2 | 12,723,814
25   | BadLuck          | 4 - 2 | 12,572,674
26   | Avenoir          | 3 - 3 | 12,547,492
27   | Xoriat           | 4 - 2 | 12,430,722
28   | Nexus            | 4 - 2 | 12,216,185
29   | KULTURE          | 3 - 3 | 12,064,786
30   | SoCal            | 3 - 3 | 12,054,125
31   | Michi'sZombie    | 3 - 3 | 11,731,333
32   | Re:ℤer๏          | 4 - 2 | 11,688,835
33   | Otaku            | 4 - 2 | 11,665,350
34   | Yaiba2.0         | 4 - 2 | 11,566,834
35   | MirrorOfFate     | 4 - 2 | 11,346,825
36   | Slimemh-3-       | 3 - 3 | 11,225,756
37   | Alabaster        | 3 - 3 | 11,106,705
38   | /sagg/           | 3 - 3 | 10,955,645
39   | Shikibu          | 3 - 3 | 10,837,664
40   | DeadDemon        | 4 - 2 | 10,797,615
41   | Alter            | 3 - 3 | 10,752,923
42   | Bushido          | 4 - 2 | 10,742,397
43   | BookClub         | 3 - 3 | 10,563,400
44   | FUNAlice         | 3 - 3 | 10,549,331
45   | Armed            | 3 - 3 | 10,531,102
46   | GrimmRevolution  | 3 - 3 | 10,257,541
47   | HailFuHua        | 4 - 2 | 10,125,352
48   | SOX天国            | 3 - 3 | 9,829,992
49   | AetherRoar       | 3 - 3 | 9,822,167
50   | RedQueen         | 3 - 3 | 9,736,319
51   | RavenPoe         | 3 - 3 | 9,685,639
52   | Niflheim         | 3 - 3 | 9,610,892
53   | KG               | 3 - 3 | 9,402,038
54   | Knightmare       | 3 - 3 | 9,150,984
55   | Noobs            | 3 - 3 | 8,993,546
56   | YoRHa            | 4 - 2 | 8,972,730
57   | FGOSimps         | 3 - 3 | 8,966,027
58   | Hololive         | 3 - 3 | 8,824,375
59   | Manaos           | 4 - 2 | 8,819,957
60   | Kwassont         | 4 - 2 | 8,570,145
61   | LammyOnlyFans    | 4 - 2 | 8,566,143
62   | Kaguya#1         | 3 - 3 | 8,520,987
63   | [γк]Yukiri       | 3 - 3 | 8,477,779
64   | AvgDClub         | 3 - 3 | 8,366,656
