Rank | Name             | W - L | Lifeforce

1    | CyberCrime       | 6 - 0 | 33,819,388
2    | NotEden          | 5 - 1 | 24,695,742
3    | Dodgedx2GC       | 5 - 1 | 20,720,108
4    | Altair           | 4 - 2 | 18,286,774
5    | Cloud            | 4 - 2 | 17,485,197
6    | Hollow           | 5 - 1 | 16,405,053
7    | Liquid           | 4 - 2 | 15,800,565
8    | UnitalRing       | 5 - 1 | 15,668,776
9    | Phantagasm       | 4 - 2 | 15,448,838
10   | FinalAct         | 4 - 2 | 15,045,123
11   | Elegy            | 4 - 2 | 14,651,995
12   | Nyaaa            | 4 - 2 | 14,561,604
13   | Starry           | 4 - 2 | 14,497,520
14   | Maple            | 4 - 2 | 14,007,658
15   | ♥75%Ⓔ-Giℝℓs♥    | 3 - 3 | 13,880,884
16   | Reroll           | 4 - 2 | 13,822,820
17   | GriefxHoloLive   | 4 - 2 | 13,537,977
18   | GrandSouls       | 4 - 2 | 13,497,477
19   | Schwert          | 4 - 2 | 13,425,191
20   | JellyBeans       | 3 - 3 | 12,914,539
21   | Gensokyo         | 4 - 2 | 12,619,396
22   | Tato             | 4 - 2 | 12,611,865
23   | SleepingAngels   | 3 - 3 | 12,594,546
24   | Chaos            | 3 - 3 | 12,319,796
25   | Cthuwu           | 4 - 2 | 12,204,893
26   | SinoLewd         | 5 - 1 | 11,951,498
27   | Eorzeans         | 4 - 2 | 11,868,923
28   | DârkSîn          | 3 - 3 | 11,803,140
29   | Lost_Cause       | 4 - 2 | 11,685,209
30   | EatPant2         | 4 - 2 | 11,537,764
31   | PHAEDRA          | 3 - 3 | 11,463,418
32   | Avarice          | 3 - 3 | 11,401,746
33   | PhantomTroupe    | 3 - 3 | 11,313,576
34   | µ's              | 3 - 3 | 11,175,668
35   | Bananas          | 4 - 2 | 11,118,694
36   | Refuwugees       | 3 - 3 | 11,090,927
37   | Squids           | 3 - 3 | 10,994,095
38   | bbt              | 3 - 3 | 10,918,616
39   | Espada           | 3 - 3 | 10,551,356
40   | Sleepless        | 3 - 3 | 10,542,670
41   | Reroll-Yubi      | 3 - 3 | 10,484,691
42   | Fables           | 3 - 3 | 10,474,411
43   | Ragnarokr        | 3 - 3 | 10,319,377
44   | Nyantropy        | 3 - 3 | 10,125,343
45   | GrimHope         | 3 - 3 | 10,086,111
46   | Veritas          | 3 - 3 | 9,681,477
47   | Necronomicon     | 4 - 2 | 9,546,096
48   | Jelly            | 3 - 3 | 9,543,540
49   | Bullied          | 3 - 3 | 9,458,459
50   | OnceUpon         | 3 - 3 | 9,457,683
51   | Academy          | 4 - 2 | 9,260,809
52   | Visceral         | 3 - 3 | 9,001,365
53   | Pleiades         | 3 - 3 | 8,871,532
54   | SAVAGE           | 3 - 3 | 8,680,438
55   | Arrogance        | 3 - 3 | 8,558,357
56   | RedQueen         | 3 - 3 | 8,551,189
57   | Avalon           | 3 - 3 | 8,523,893
58   | Automata         | 3 - 3 | 8,483,863
59   | Apricity         | 3 - 3 | 8,430,908
60   | Sin              | 3 - 3 | 8,235,212
61   | Eunoia           | 3 - 3 | 8,114,905
62   | CIIC             | 3 - 3 | 8,092,767
63   | Re:[W]rite       | 3 - 3 | 7,796,852
64   | Cheshire         | 2 - 4 | 7,718,553
65   | Oblivion         | 4 - 2 | 7,692,819
66   | TaroBoba         | 2 - 4 | 7,641,531
67   | Swordboy         | 3 - 3 | 7,568,324
68   | WitchesTheater   | 4 - 2 | 7,490,530
69   | Potatoes         | 3 - 3 | 7,151,189
70   | NipponNext       | 3 - 3 | 7,122,066
71   | eggheads         | 3 - 3 | 6,948,529
72   | Thirteen         | 4 - 2 | 6,920,725
73   | Grimson          | 3 - 3 | 6,919,312
74   | Plebes5G         | 2 - 4 | 6,877,673
75   | MayoVerse        | 3 - 3 | 6,811,004
76   | E-Girls          | 3 - 3 | 6,644,427
77   | Waifu            | 3 - 3 | 6,544,613
78   | Atellux          | 3 - 3 | 6,462,546
79   | Chaldea          | 3 - 3 | 6,373,174
80   | ☬H̷E̷L̷D̷E̷N̷☬        | 3 - 3 | 6,175,660
81   | YoRNyx           | 3 - 3 | 6,148,796
82   | Skyhigh          | 3 - 3 | 6,148,553
83   | Zenith           | 4 - 2 | 5,880,067
84   | Hollow           | 3 - 3 | 5,843,386
85   | YoRHa            | 2 - 4 | 5,797,448
86   | Aureus           | 2 - 4 | 5,784,175
87   | Insomnia         | 3 - 3 | 5,677,123
88   | UwU              | 3 - 3 | 5,527,534
89   | Æsir             | 3 - 3 | 5,508,793
90   | Cynical          | 3 - 3 | 5,490,156
91   | BlackScrawl      | 4 - 2 | 5,254,357
92   | Meridian         | 3 - 3 | 5,232,396
93   | Cheshire         | 2 - 4 | 5,096,535
94   | TrapSoup         | 3 - 3 | 4,942,055
95   | Duskland         | 2 - 4 | 4,932,915
96   | •WNDRLND•        | 2 - 4 | 4,905,604
97   | mochi☆          | 2 - 4 | 4,867,978
98   | Infernos         | 2 - 4 | 4,860,203
99   | Facade           | 3 - 3 | 4,730,263
100  | TheMancos        | 2 - 4 | 4,477,468
101  | Ragnarok         | 2 - 4 | 4,264,790
102  | Pioneer2         | 2 - 4 | 4,252,910
103  | RadicalDreamers  | 2 - 4 | 4,251,867
104  | Aesopica         | 2 - 4 | 4,222,702
105  | Eternity         | 2 - 4 | 4,220,949
106  | CasualAFK        | 2 - 4 | 3,976,002
107  | CoSine           | 3 - 3 | 3,828,262
108  | Girls!           | 3 - 3 | 3,799,901
109  | Folktale         | 3 - 3 | 3,623,336
110  | Lowee            | 2 - 4 | 3,565,592
111  | GachaAddictsAnon | 2 - 4 | 3,391,712
112  | ∞CuteWorks       | 1 - 5 | 3,336,296
113  | B_Usagi          | 2 - 4 | 3,269,179
114  | Ataraxia         | 2 - 4 | 3,136,873
115  | Froppy           | 2 - 4 | 3,084,970
116  | Midnight         | 2 - 4 | 3,006,328
117  | Lacrima          | 2 - 4 | 3,002,696
118  | NightOwl         | 2 - 4 | 2,644,131
119  | Rebirth          | 1 - 5 | 2,369,681
120  | Pecados          | 1 - 5 | 2,343,423
121  | Quetzal2         | 1 - 5 | 2,060,063
122  | GachaBoi         | 1 - 5 | 1,858,543
123  | REEEEE           | 1 - 5 | 1,432,610
124  | SINoAliCE        | 0 - 6 | 434,209
125  | Veil             | 0 - 6 | 80,821
