Rank | Name             | W - L | Lifeforce
83   | Valkyrie         | 3 - 3 | 7,211,980
84   | Sino/Fgo         | 3 - 3 | 7,102,868
85   | Aiseiri          | 2 - 4 | 7,070,970
86   | Log~Horizon      | 3 - 3 | 7,069,562
87   | GachaElite       | 3 - 3 | 7,064,667
88   | Delirios         | 3 - 3 | 6,976,010
89   | Papeefs          | 2 - 4 | 6,960,392
90   | Zodiac           | 4 - 2 | 6,942,982
91   | NotW             | 2 - 4 | 6,930,997
92   | Nekopara         | 2 - 4 | 6,907,448
93   | Fabales          | 2 - 4 | 6,899,034
94   | SkyPlus          | 3 - 3 | 6,897,232
95   | Ultimate☆Despair | 3 - 3 | 6,638,061
96   | .izakaya         | 2 - 4 | 6,589,184
97   | Brigandia        | 3 - 3 | 6,586,971
98   | SonsOfAnarchy    | 3 - 3 | 6,493,692
99   | ExileAngels      | 3 - 3 | 6,342,070
100  | Autores          | 3 - 3 | 6,312,089
101  | LunarTearSociety | 3 - 3 | 6,306,467
102  | ValeofCrab       | 2 - 4 | 6,305,989
103  | Bloodlust        | 2 - 4 | 6,224,443
104  | SkyL-YRH         | 2 - 4 | 6,053,650
105  | (^¶ω¶^✿)stic     | 3 - 3 | 5,902,296
106  | Golden•Dawn      | 2 - 4 | 5,843,825
107  | CookieClub       | 3 - 3 | 5,750,119
108  | ╬MatureBearsメ    | 3 - 3 | 5,729,855
109  | Ψ☆Nefilims☆Ψ     | 2 - 4 | 5,631,998
110  | CrimsonRose      | 3 - 3 | 5,509,090
111  | YoRHa            | 3 - 3 | 5,345,207
112  | Hylia            | 3 - 3 | 5,320,646
113  | CoM              | 3 - 3 | 5,259,659
114  | Shinigami's      | 2 - 4 | 5,172,444
115  | エロすぎる            | 3 - 3 | 5,046,747
116  | Database         | 3 - 3 | 4,983,822
117  | Lollipop         | 3 - 3 | 4,815,925
118  | Tragedia         | 2 - 4 | 4,543,088
119  | Mirage           | 2 - 4 | 4,539,294
120  | OwO              | 3 - 3 | 4,520,361
121  | SINoMEX          | 3 - 3 | 4,230,480
122  | Rubrum           | 3 - 3 | 4,186,122
123  | JuiceBox         | 2 - 4 | 4,155,495
124  | Yormn's          | 3 - 3 | 4,132,856
125  | YoRHa            | 2 - 4 | 3,970,809
126  | Platinum         | 3 - 3 | 3,831,547
127  | UɴᴛɪʟDᴀᴡɴ        | 3 - 3 | 3,818,152
128  | FringePhatoms    | 2 - 4 | 3,810,387
129  | 7SinCult         | 2 - 4 | 3,536,307
130  | Replicants       | 2 - 4 | 3,474,456
131  | SINoFAMS         | 2 - 4 | 3,469,453
132  | DemonSoul's      | 3 - 3 | 3,314,549
133  | Mochi            | 2 - 4 | 3,245,868
134  | Ragnarok         | 2 - 4 | 3,227,984
135  | Magius           | 2 - 4 | 3,134,460
136  | [~Wicked~]       | 2 - 4 | 3,112,531
137  | Somnus           | 2 - 4 | 3,060,257
138  | KoS              | 1 - 5 | 3,021,188
139  | Bunbuns          | 2 - 4 | 2,834,916
140  | Trishula         | 2 - 4 | 2,795,163
141  | Automata         | 2 - 4 | 2,790,348
142  | Euthalia         | 2 - 4 | 2,383,981
143  | Neptune’sDevout  | 2 - 4 | 2,279,882
144  | Chesire          | 1 - 5 | 1,847,009
145  | Choco            | 1 - 5 | 1,815,319
146  | Gestalts         | 1 - 5 | 1,588,185
147  | Pusheen          | 1 - 5 | 1,137,505
148  | Infernum         | 0 - 6 | 334,758
149  | YNotGuild        | 0 - 6 | 62,484
