Rank | Name             | W - L | Lifeforce

1    | CyberCrime       | 6 - 0 | 33,480,287
2    | NANAISTHEBESTBOI | 5 - 1 | 28,188,967
3    | 幼儿园              | 5 - 1 | 21,770,764
4    | Altair           | 5 - 1 | 18,287,201
5    | Hollow           | 4 - 2 | 16,648,733
6    | UnitalRing       | 4 - 2 | 15,564,597
7    | Liquid           | 4 - 2 | 15,088,688
8    | ♥80%Ⓔ-Giℝℓs♥     | 4 - 2 | 14,456,798
9    | Chaos            | 4 - 2 | 14,358,078
10   | Phantagasm       | 4 - 2 | 14,309,595
11   | Starry           | 4 - 2 | 14,199,077
12   | FinalAct         | 4 - 2 | 14,125,739
13   | PHAEDRA          | 4 - 2 | 13,708,535
14   | Elegy            | 3 - 3 | 13,429,101
15   | Maple            | 4 - 2 | 13,314,243
16   | Schwert          | 4 - 2 | 13,235,514
17   | GrandSouls       | 4 - 2 | 13,098,849
18   | Sleepless        | 4 - 2 | 13,014,263
19   | Lost_Cause       | 4 - 2 | 12,984,094
20   | SleepingAngels   | 4 - 2 | 12,865,260
21   | Cthuwu           | 4 - 2 | 12,820,757
22   | PhantomTroupe    | 4 - 2 | 12,811,472
23   | Nyantropy        | 4 - 2 | 12,486,932
24   | Avarice          | 3 - 3 | 12,417,880
25   | SinoLewd         | 3 - 3 | 12,415,242
26   | Bananas          | 3 - 3 | 12,036,605
27   | µ's              | 4 - 2 | 11,933,003
28   | Squids           | 3 - 3 | 11,782,691
29   | bbt              | 4 - 2 | 11,777,601
30   | EatPant2         | 4 - 2 | 11,643,947
31   | GrimHope         | 4 - 2 | 11,563,675
32   | Espada           | 4 - 2 | 11,343,014
33   | TaroBoba         | 4 - 2 | 11,268,701
34   | Fables           | 4 - 2 | 11,184,443
35   | OnceUpon         | 3 - 3 | 11,171,528
36   | Bullied          | 3 - 3 | 10,747,436
37   | StateFarm        | 3 - 3 | 10,581,430
38   | Elysium          | 3 - 3 | 10,497,458
39   | Veritas          | 3 - 3 | 10,380,363
40   | Jelly            | 4 - 2 | 10,313,785
41   | Ragnarokr        | 2 - 4 | 10,152,383
42   | Avalon           | 3 - 3 | 10,123,179
43   | Necronomicon     | 3 - 3 | 9,868,106
44   | Refuwugees       | 3 - 3 | 9,832,532
45   | Reroll-Yubi      | 3 - 3 | 9,827,409
46   | DârkSîn          | 3 - 3 | 9,717,381
47   | Cheshire         | 3 - 3 | 9,623,526
48   | eggheads         | 3 - 3 | 9,260,953
49   | Apricity         | 4 - 2 | 9,120,432
50   | Eorzeans         | 2 - 4 | 9,096,581
51   | Pleiades         | 2 - 4 | 8,710,472
52   | Arrogance        | 4 - 2 | 8,661,369
53   | Swordboy         | 3 - 3 | 8,471,577
54   | CrazyPooh        | 4 - 2 | 8,398,448
55   | Automata         | 3 - 3 | 8,389,871
56   | SAVAGE           | 3 - 3 | 8,366,803
57   | •WNDRLND•        | 3 - 3 | 8,158,524
58   | Sin              | 3 - 3 | 8,149,949
59   | Thighdeology     | 3 - 3 | 8,113,081
60   | NipponNext       | 3 - 3 | 8,103,527
61   | Plebes5G         | 3 - 3 | 8,098,452
62   | Eunoia           | 3 - 3 | 8,095,972
63   | CIIC             | 2 - 4 | 7,863,716
64   | Atellux          | 3 - 3 | 7,838,340
65   | WitchesTheater   | 3 - 3 | 7,479,164
66   | Oblivion         | 3 - 3 | 7,424,938
67   | Re:[W]rite       | 4 - 2 | 7,405,917
68   | YoRHa            | 3 - 3 | 7,317,657
69   | Aureus           | 3 - 3 | 7,308,335
70   | D.InVivo         | 2 - 4 | 6,979,469
71   | Potatoes         | 3 - 3 | 6,932,311
72   | Æsir             | 3 - 3 | 6,835,125
73   | Thirteen         | 2 - 4 | 6,780,921
74   | ☬H̷E̷L̷D̷E̷N̷☬   | 3 - 3 | 6,761,902
75   | Oblivion         | 3 - 3 | 6,689,389
76   | Chaldea          | 3 - 3 | 6,449,992
77   | Altea            | 2 - 4 | 6,275,774
78   | Nectar           | 3 - 3 | 6,224,984
79   | MoonFall         | 3 - 3 | 6,089,984
80   | E-Girls          | 2 - 4 | 6,055,476
81   | Skyhigh          | 3 - 3 | 5,896,223
82   | Waifu            | 3 - 3 | 5,881,968
83   | FeshFesh         | 2 - 4 | 5,817,836
84   | WatameKoujou◉ᴥ◉  | 2 - 4 | 5,815,628
85   | TGM              | 3 - 3 | 5,762,476
86   | Zenith           | 4 - 2 | 5,606,270
87   | Cynical          | 3 - 3 | 5,425,272
88   | Infernos         | 2 - 4 | 5,420,278
89   | UwU              | 2 - 4 | 5,396,044
90   | Starlings        | 2 - 4 | 5,373,031
91   | YoRNyx           | 2 - 4 | 5,332,781
92   | TheMancos        | 2 - 4 | 4,947,211
93   | Wayfarer         | 2 - 4 | 4,772,735
94   | DarkGods@        | 3 - 3 | 4,752,437
95   | Padorumu         | 3 - 3 | 4,741,169
96   | Hollow           | 3 - 3 | 4,699,595
97   | Va11-Hall-A      | 3 - 3 | 4,564,468
98   | Insomnia         | 2 - 4 | 4,484,059
99   | Lux-Moon         | 2 - 4 | 4,137,587
100  | Endless          | 2 - 4 | 4,014,694
101  | Nazarick         | 2 - 4 | 3,968,646
102  | Tsumi_no_bara    | 2 - 4 | 3,671,502
103  | LSG              | 2 - 4 | 3,576,546
104  | EmilClones       | 2 - 4 | 3,397,618
105  | LunarTea         | 2 - 4 | 3,329,513
106  | Tsunderes        | 2 - 4 | 3,265,623
107  | Yurei            | 3 - 3 | 3,104,049
108  | Ahjin            | 3 - 3 | 3,102,465
109  | DuoQBugs         | 1 - 5 | 3,095,799
110  | NieSect          | 2 - 4 | 2,922,523
111  | Nod              | 2 - 4 | 2,457,084
112  | DungeonNap       | 2 - 4 | 2,371,443
113  | TectonesGuild    | 2 - 4 | 2,294,944
114  | Rebirth          | 2 - 4 | 2,249,284
115  | Grimm            | 1 - 5 | 1,223,109
116  | TheArk           | 1 - 5 | 956,747
117  | Arc°Nights       | 1 - 5 | 872,397
118  | Nohr             | 0 - 6 | 39,470
