Rank | Name             | W - L | Lifeforce
41   | SINoYOKO         | 2 - 1 | 5,512,701
42   | Phantom          | 2 - 1 | 5,480,566
43   | Lycoris          | 2 - 1 | 5,073,355
44   | Bookstore        | 2 - 1 | 5,041,574
45   | Nordic           | 2 - 1 | 5,003,132
46   | Synchronicity    | 2 - 1 | 4,908,540
47   | Trapnest         | 2 - 1 | 4,896,283
48   | SunTears         | 2 - 1 | 4,750,709
49   | Kyogen           | 2 - 1 | 4,740,664
50   | Penumbra         | 2 - 1 | 4,683,679
51   | [Blank]          | 1 - 2 | 4,680,918
52   | Fearless         | 2 - 1 | 4,631,976
53   | ｕｗｕ♡ｔｏｗｎ         | 2 - 1 | 4,626,094
54   | Tenshura         | 2 - 1 | 4,491,010
55   | Daijoubu         | 1 - 2 | 4,380,972
56   | WildCard         | 2 - 1 | 4,364,311
57   | Monochrome       | 1 - 2 | 4,305,317
58   | Oath             | 2 - 1 | 4,237,440
59   | ProjectD         | 2 - 1 | 4,208,541
60   | Paywall          | 1 - 2 | 4,203,734
61   | España           | 2 - 1 | 4,186,486
62   | Lolicon          | 2 - 1 | 4,066,113
63   | TheAvatars       | 2 - 1 | 4,057,028
64   | Daylight         | 1 - 2 | 4,017,351
65   | Anasnas          | 2 - 1 | 3,990,454
66   | Panda            | 1 - 2 | 3,968,523
67   | Einherjar        | 1 - 2 | 3,926,040
68   | Phantasmagoria   | 2 - 1 | 3,915,635
69   | Fabled           | 2 - 1 | 3,894,229
70   | Fidelis          | 2 - 1 | 3,873,139
71   | BlackAtlas       | 2 - 1 | 3,819,092
72   | Umbra            | 2 - 1 | 3,752,131
73   | TheNiers         | 2 - 1 | 3,745,033
74   | PunPun's         | 2 - 1 | 3,723,200
75   | Dai-Shocker      | 1 - 2 | 3,722,915
76   | Vestalis         | 2 - 1 | 3,705,956
77   | Oppai            | 2 - 1 | 3,675,315
78   | Légion           | 2 - 1 | 3,674,081
79   | YoRHa            | 2 - 1 | 3,654,929
80   | Nimbus           | 2 - 1 | 3,632,693
81   | Gestalt          | 1 - 2 | 3,578,388
82   | HEX              | 1 - 2 | 3,477,440
83   | Midgard          | 2 - 1 | 3,473,531
84   | Kukki            | 2 - 1 | 3,423,737
85   | Limbo            | 1 - 2 | 3,366,652
86   | #Junkies         | 1 - 2 | 3,281,856
87   | Illigia          | 2 - 1 | 3,272,957
88   | /alter/          | 1 - 2 | 3,250,846
89   | Mangifera†Indica | 1 - 2 | 3,211,068
90   | Ragnarök         | 1 - 2 | 3,203,337
91   | Chaldea          | 1 - 2 | 3,192,111
92   | TheFellowship    | 2 - 1 | 3,182,203
93   | Salière          | 1 - 2 | 3,162,841
94   | Folklore         | 2 - 1 | 3,089,011
95   | Valhöll          | 2 - 1 | 3,048,377
96   | EXcalibur        | 1 - 2 | 3,047,652
97   | Réplicas         | 1 - 2 | 3,034,521
98   | YoRHa~           | 1 - 2 | 2,864,613
99   | Baganzia         | 2 - 1 | 2,850,231
100  | Epitaph•         | 2 - 1 | 2,757,049
101  | NASA             | 1 - 2 | 2,727,277
102  | Reveries         | 2 - 1 | 2,726,233
103  | YoRHa            | 1 - 2 | 2,711,063
104  | Suikoden         | 1 - 2 | 2,710,651
105  | FairyLaw         | 1 - 2 | 2,706,808
106  | Slayer's         | 1 - 2 | 2,642,143
107  | Zephyr           | 1 - 2 | 2,601,705
108  | Dreamers         | 1 - 2 | 2,586,644
109  | Saucisse         | 1 - 2 | 2,454,141
110  | Watchers         | 2 - 1 | 2,446,768
111  | YumeNoKoe        | 1 - 2 | 2,298,144
112  | Worries          | 0 - 3 | 2,222,365
113  | Nacre            | 1 - 2 | 2,221,291
114  | KAR              | 1 - 2 | 2,219,468
115  | loss.jpg         | 1 - 2 | 2,159,677
116  | Yakuza           | 1 - 2 | 2,138,518
117  | Flemme           | 2 - 1 | 2,128,438
118  | Therapy          | 1 - 2 | 2,109,903
119  | Solis            | 2 - 1 | 2,091,109
120  | Valhalla         | 1 - 2 | 2,086,153
121  | Grimm            | 1 - 2 | 2,068,596
122  | Betelgeuse       | 2 - 1 | 2,015,848
123  | Dystopia         | 1 - 2 | 1,980,022
124  | Babel            | 1 - 2 | 1,965,892
125  | P.o.c.           | 1 - 2 | 1,956,226
126  | Catharsis        | 2 - 1 | 1,946,684
127  | All-Icers        | 2 - 1 | 1,931,420
128  | SoulWar          | 1 - 2 | 1,927,950
129  | Valkyries        | 1 - 2 | 1,905,129
130  | SaPE             | 1 - 2 | 1,901,700
131  | Elite|Monkey     | 1 - 2 | 1,875,629
132  | Outlanders       | 1 - 2 | 1,675,878
133  | TeaParty         | 1 - 2 | 1,577,846
134  | MopTales         | 1 - 2 | 1,436,463
135  | SharkNTS         | 1 - 2 | 1,348,571
136  | LunaNova         | 0 - 3 | 1,320,740
137  | Divas            | 1 - 2 | 1,291,633
138  | DragVanish       | 1 - 2 | 1,276,301
139  | Dankness         | 1 - 2 | 1,164,387
140  | Star-Alliance    | 1 - 2 | 1,163,366
141  | SINrne           | 1 - 2 | 1,112,288
142  | Unknown          | 0 - 3 | 1,086,453
143  | Fallens          | 1 - 2 | 1,063,129
144  | Wndrlnd          | 1 - 2 | 996,509
145  | Adam             | 1 - 2 | 958,019
146  | SHADOW           | 1 - 2 | 903,137
147  | NieR             | 1 - 2 | 887,688
148  | Oops             | 1 - 2 | 868,530
149  | Zetsubou         | 1 - 2 | 771,170
150  | Ye               | 1 - 2 | 761,234
151  | K-on             | 1 - 2 | 742,021
152  | Revenant         | 0 - 3 | 699,076
153  | Druffis          | 0 - 3 | 603,818
154  | Redlily          | 1 - 2 | 530,111
155  | Hades            | 0 - 3 | 473,698
156  | TheCrew          | 0 - 3 | 448,300
157  | Skario           | 0 - 3 | 417,390
158  | Spark            | 0 - 3 | 349,976
159  | Mylar            | 0 - 3 | 297,620
160  | Symphogear!!     | 0 - 3 | 234,311
161  | SoS              | 0 - 3 | 210,840
162  | DragNir          | 0 - 3 | 29,883
163  | Atrium           | 0 - 3 | 8,006
164  | Ventura          | 0 - 3 | 3,674
