Rank | Name             | W - L | Lifeforce

1    | 404              | 5 - 0 | 22,459,392
2    | Roselia          | 4 - 1 | 17,418,140
3    | Secret_Garden    | 4 - 1 | 16,450,630
4    | Realm            | 4 - 1 | 15,306,687
5    | Stardust         | 3 - 2 | 13,594,641
6    | Harmony          | 4 - 1 | 13,550,919
7    | Noxious          | 2 - 3 | 13,439,102
8    | Pariah           | 3 - 2 | 13,386,645
9    | Revive20SP       | 4 - 1 | 13,207,847
10   | Amaranth         | 4 - 1 | 12,490,038
11   | JustUsFrogsAgain | 3 - 2 | 12,155,038
12   | Test             | 4 - 1 | 12,052,348
13   | Reunion          | 3 - 2 | 11,971,922
14   | VeXille          | 3 - 2 | 11,925,929
15   | Kyobo            | 3 - 2 | 11,897,036
16   | Hellions         | 4 - 1 | 11,860,117
17   | Elysium          | 3 - 2 | 11,703,569
18   | Rapture          | 3 - 2 | 11,572,727
19   | Noragami         | 3 - 2 | 11,008,272
20   | Lucklets         | 3 - 2 | 10,865,259
21   | Precure          | 4 - 1 | 10,569,353
22   | Moonfall         | 3 - 2 | 10,463,311
23   | TheGuild         | 4 - 1 | 10,343,487
24   | 765Pro           | 3 - 2 | 10,246,464
25   | AllStars         | 3 - 2 | 10,244,010
26   | Aether           | 3 - 2 | 10,229,177
27   | Pequod           | 3 - 2 | 10,191,917
28   | TARDIS           | 3 - 2 | 9,793,548
29   | .Manica.         | 2 - 3 | 9,641,270
30   | NoMercy          | 3 - 2 | 9,489,460
31   | Echi_Di_CULtura  | 2 - 3 | 9,371,778
32   | Affenbande       | 3 - 2 | 9,350,311
33   | Gateway          | 4 - 1 | 9,336,580
34   | Arcanum          | 3 - 2 | 9,125,275
35   | Hollows          | 3 - 2 | 8,929,536
36   | Dissonance       | 3 - 2 | 8,806,044
37   | Hokuten-Knights  | 3 - 2 | 8,657,650
38   | Meow             | 3 - 2 | 8,600,766
39   | DarkMoon         | 3 - 2 | 8,210,574
40   | Liebrary         | 3 - 2 | 8,128,016
41   | Sin              | 3 - 2 | 8,072,746
42   | Märchen          | 3 - 2 | 8,058,652
43   | Charlemagne      | 3 - 2 | 8,053,007
