Rank | Name             | W - L | Lifeforce

1    | CyberCrime       | 3 - 0 | 14,549,028
2    | thonkguild       | 2 - 1 | 11,908,054
3    | Liquid           | 3 - 0 | 10,627,601
4    | FinalAct         | 3 - 0 | 9,874,882
5    | SleepingAngels   | 3 - 0 | 9,007,680
6    | PhantomTroupe    | 3 - 0 | 8,397,154
7    | Nyantropy        | 3 - 0 | 8,224,214
8    | Phantagasm       | 2 - 1 | 8,096,331
9    | thinkguild       | 2 - 1 | 7,905,097
10   | Elegy            | 2 - 1 | 7,763,458
11   | Hollow           | 2 - 1 | 7,643,355
12   | ♥Not101AgainPlz♥ | 2 - 1 | 7,541,402
13   | EatPant2         | 3 - 0 | 7,507,581
14   | 幼儿园              | 2 - 1 | 7,459,477
15   | PHAEDRA          | 2 - 1 | 7,257,334
16   | Starry           | 2 - 1 | 7,021,925
17   | Ragnarokr        | 2 - 1 | 6,976,586
18   | Reroll-Yubi      | 2 - 1 | 6,939,898
19   | Avarice          | 2 - 1 | 6,900,325
20   | Necronomicon     | 2 - 1 | 6,826,434
21   | Squids           | 2 - 1 | 6,791,340
22   | OnceUpon         | 2 - 1 | 6,570,714
23   | Pleiades         | 2 - 1 | 6,479,692
24   | DârkSîn          | 2 - 1 | 6,362,603
25   | GrandSouls       | 2 - 1 | 6,316,506
26   | Cthuwu           | 2 - 1 | 6,308,309
27   | Bullied          | 2 - 1 | 6,145,040
28   | Schwert          | 2 - 1 | 6,131,151
29   | Lost_Cause       | 2 - 1 | 6,102,363
30   | Veritas          | 2 - 1 | 5,966,946
31   | Maple            | 2 - 1 | 5,816,837
32   | Refuwugees       | 2 - 1 | 5,692,450
33   | µ's              | 2 - 1 | 5,591,588
34   | Bananas          | 1 - 2 | 5,588,732
35   | Espada           | 2 - 1 | 5,585,846
36   | SinoLewd         | 1 - 2 | 5,551,594
37   | bbt              | 2 - 1 | 5,549,123
38   | UnitalRing       | 1 - 2 | 5,393,256
39   | Jelly            | 2 - 1 | 5,294,849
40   | Cheshire         | 2 - 1 | 5,256,389
41   | Automata         | 2 - 1 | 5,232,135
42   | Eorzeans         | 1 - 2 | 4,900,788
43   | •WNDRLND•        | 2 - 1 | 4,791,925
44   | Fables           | 2 - 1 | 4,754,070
45   | SAVAGE           | 2 - 1 | 4,720,650
46   | Elysium          | 1 - 2 | 4,624,834
47   | Ass2cademy       | 2 - 1 | 4,621,625
48   | Oblivion         | 2 - 1 | 4,545,541
49   | Oblivion         | 2 - 1 | 4,537,419
50   | Chaos            | 1 - 2 | 4,516,571
51   | Apricity         | 2 - 1 | 4,467,367
52   | StateFarm        | 1 - 2 | 4,347,855
53   | Sleepless        | 1 - 2 | 4,269,481
54   | Atellux          | 2 - 1 | 4,260,740
55   | eggheads         | 1 - 2 | 4,252,920
56   | YoRHa            | 2 - 1 | 4,100,640
57   | D.InVivo         | 1 - 2 | 4,062,112
58   | Arrogance        | 2 - 1 | 4,044,041
59   | CIIC             | 1 - 2 | 4,005,328
60   | Eunoia           | 1 - 2 | 4,004,955
61   | CrazyPooh        | 2 - 1 | 3,933,301
62   | Chaldea          | 2 - 1 | 3,895,750
63   | GrimHope         | 1 - 2 | 3,812,409
64   | TheMancos        | 2 - 1 | 3,689,576
65   | Re:[W]rite       | 2 - 1 | 3,666,024
66   | UwU              | 2 - 1 | 3,555,166
67   | Nectar           | 2 - 1 | 3,551,275
68   | Thirteen         | 1 - 2 | 3,524,445
69   | NipponNext       | 1 - 2 | 3,476,674
70   | MoonFall         | 2 - 1 | 3,407,794
71   | FeshFesh         | 1 - 2 | 3,318,435
72   | Plebes5G         | 1 - 2 | 3,311,970
73   | Avalon           | 1 - 2 | 3,288,352
74   | Padorumu         | 2 - 1 | 3,125,968
75   | Infernos         | 1 - 2 | 3,104,257
76   | TaroBoba         | 1 - 2 | 3,096,718
77   | DarkGods@        | 2 - 1 | 3,057,712
78   | ☬H̷E̷L̷D̷E̷N̷☬   | 1 - 2 | 2,971,743
79   | Swordboy         | 1 - 2 | 2,951,185
80   | Hollow           | 2 - 1 | 2,851,546
81   | E-Girls          | 1 - 2 | 2,846,254
82   | Potatoes         | 1 - 2 | 2,795,312
83   | WitchesTheater   | 1 - 2 | 2,748,301
84   | WatameKoujou◉ᴥ◉  | 1 - 2 | 2,625,122
85   | Altea            | 1 - 2 | 2,620,581
86   | Zenith           | 2 - 1 | 2,477,500
87   | Waifu            | 1 - 2 | 2,421,169
88   | Insomnia         | 1 - 2 | 2,418,146
89   | Æsir             | 1 - 2 | 2,385,885
90   | Sin              | 1 - 2 | 2,301,347
91   | Aureus           | 1 - 2 | 2,222,905
92   | Lux-Moon         | 1 - 2 | 2,193,664
93   | Rebirth          | 2 - 1 | 2,158,256
94   | TGM              | 1 - 2 | 2,094,560
