Rank | Name             | W - L | Lifeforce
42   | Tenebris         | 1 - 0 | 1,910,436
43   | Seraphic_Chaos   | 1 - 0 | 1,827,329
44   | Dragoonn         | 1 - 0 | 1,789,167
45   | Oblivion         | 1 - 0 | 1,787,670
46   | Moonlit⭐         | 1 - 0 | 1,779,620
47   | .Manica.         | 0 - 1 | 1,688,666
48   | TheGuild         | 1 - 0 | 1,603,136
49   | Sky              | 1 - 0 | 1,514,688
50   | Astraea          | 1 - 0 | 1,513,934
51   | Moonfall         | 0 - 1 | 1,471,001
52   | ALICE            | 1 - 0 | 1,433,191
53   | FreshSuh-Lammy   | 1 - 0 | 1,417,281
54   | FauxAmis         | 1 - 0 | 1,415,731
55   | Stacia‘s•Gnade   | 1 - 0 | 1,415,099
56   | 765Pro           | 0 - 1 | 1,388,046
57   | MasochistPhoenix | 1 - 0 | 1,386,065
58   | DayDream         | 1 - 0 | 1,380,539
59   | Pequod           | 0 - 1 | 1,343,780
60   | Intoners         | 1 - 0 | 1,331,703
61   | Stardust         | 0 - 1 | 1,330,687
62   | Raven's          | 1 - 0 | 1,244,600
63   | Rice             | 1 - 0 | 1,210,181
64   | Stérimar         | 1 - 0 | 1,182,811
65   | Affenbande       | 0 - 1 | 1,131,729
66   | GLUTTONY         | 0 - 1 | 1,122,344
67   | Nihilium         | 1 - 0 | 1,111,691
68   | Harmony          | 0 - 1 | 1,111,130
69   | Kyobo            | 0 - 1 | 1,100,581
70   | DaLads           | 1 - 0 | 1,088,027
71   | Scythe           | 0 - 1 | 1,085,328
72   | Pandora          | 1 - 0 | 1,070,249
73   | LePilier         | 0 - 1 | 1,055,883
74   | OBDS             | 0 - 1 | 1,047,796
75   | VeXille          | 0 - 1 | 1,016,837
76   | YoRHa            | 0 - 1 | 1,011,889
77   | Pandemonium      | 1 - 0 | 1,000,674
78   | Dissonance       | 0 - 1 | 982,538
79   | Ram☆Ranch        | 0 - 1 | 949,227
80   | Gaymers          | 1 - 0 | 940,461
81   | Blargh!          | 0 - 1 | 906,197
82   | NoMercy          | 0 - 1 | 862,506
83   | CerealKillerClub | 0 - 1 | 858,419
84   | Test             | 0 - 1 | 764,164
85   | EclataxX         | 0 - 1 | 763,392
86   | RIDENAYA         | 0 - 1 | 715,907
87   | TARDIS           | 0 - 1 | 714,519
88   | Sin              | 0 - 1 | 663,545
89   | Lunaria          | 0 - 1 | 657,534
90   | Discord          | 0 - 1 | 617,317
91   | RedHood          | 0 - 1 | 615,810
92   | TeaParty         | 0 - 1 | 592,666
93   | Vermouth         | 0 - 1 | 522,056
94   | BlackBox         | 0 - 1 | 480,609
95   | Hysteria         | 0 - 1 | 445,121
96   | MidnightSnacks   | 0 - 1 | 415,085
97   | Gatorland        | 0 - 1 | 395,686
98   | Liebrary         | 0 - 1 | 386,522
99   | Anime4Life       | 0 - 1 | 313,729
100  | Slackers         | 0 - 1 | 301,341
101  | TowerOfGod       | 0 - 1 | 270,472
102  | YoRHa            | 0 - 1 | 221,793
103  | Fliedam          | 0 - 1 | 217,327
104  | Ardent           | 0 - 1 | 207,222
105  | AiWS             | 0 - 1 | 179,264
106  | AROOOGA          | 0 - 1 | 178,064
107  | Simylac          | 0 - 1 | 140,990
108  | Amaranth         | 0 - 1 | 136,347
109  | Potatoes         | 0 - 1 | 128,124
110  | YoRHa:1.2247448  | 0 - 1 | 122,791
111  | Dark_Knights     | 0 - 1 | 111,957
112  | Wonderland       | 0 - 1 | 105,572
113  | Crux             | 0 - 1 | 94,251
114  | plitor           | 0 - 1 | 88,678
115  | Lesouper         | 0 - 1 | 78,043
116  | Seafoam          | 0 - 1 | 41,756
117  | BlueRose         | 0 - 1 | 41,451
118  | BlueDrag         | 0 - 1 | 30,812
119  | Sleepers         | 0 - 1 | 12,823
120  | Quills           | 0 - 1 | 11,900
121  | AFKguild         | 0 - 1 | 11,141
122  | Leagu3ofNON3     | 0 - 1 | 10,483
123  | Moostrax         | 0 - 1 | 3,752
124  | ΣΟΑ              | 0 - 1 | 454
