Rank | Name             | W - L | Lifeforce

1    | Reverie          | 1 - 0 | 4,450,322
2    | LaffyRaffy       | 1 - 0 | 4,265,029
3    | Armada           | 1 - 0 | 3,660,103
4    | RosaGigantea     | 1 - 0 | 3,585,511
5    | UmaruLand        | 1 - 0 | 3,530,228
6    | Eternum          | 1 - 0 | 3,368,786
7    | Tantalus         | 1 - 0 | 3,358,111
8    | Upupupu          | 1 - 0 | 3,254,623
9    | Belial           | 1 - 0 | 3,235,253
10   | NW               | 1 - 0 | 3,214,893
11   | 7thElement       | 1 - 0 | 3,093,643
12   | Nameless         | 1 - 0 | 2,984,527
13   | ArkainaKore      | 1 - 0 | 2,965,411
14   | CrimsonTears     | 1 - 0 | 2,852,389
15   | SectaDeLammy     | 1 - 0 | 2,795,079
16   | •FurrosTulOnes•  | 1 - 0 | 2,768,807
17   | NeonBomb         | 1 - 0 | 2,717,490
18   | Fantasy          | 1 - 0 | 2,710,527
19   | Nekopara         | 1 - 0 | 2,705,141
20   | Aussie           | 1 - 0 | 2,701,625
21   | KAIJU            | 1 - 0 | 2,699,321
22   | NazarickⓈ        | 1 - 0 | 2,692,123
23   | DayBreak         | 1 - 0 | 2,688,807
24   | Hopeless         | 1 - 0 | 2,633,228
25   | Axolotl生         | 1 - 0 | 2,611,410
26   | Tartarus         | 1 - 0 | 2,522,543
27   | Sidonia          | 1 - 0 | 2,489,779
28   | Bellum           | 1 - 0 | 2,475,352
29   | 『Nєχυѕ』          | 1 - 0 | 2,465,656
30   | Shangri-La       | 1 - 0 | 2,436,726
31   | Space            | 1 - 0 | 2,379,892
32   | Legion           | 1 - 0 | 2,377,013
33   | Unseelie         | 1 - 0 | 2,326,221
34   | Fabales          | 1 - 0 | 2,304,352
35   | Salt             | 1 - 0 | 2,236,962
36   | Outliers         | 1 - 0 | 2,236,645
37   | Astryx           | 0 - 1 | 2,195,026
38   | Halcyon          | 1 - 0 | 2,189,750
39   | SkyPlus          | 1 - 0 | 2,180,807
40   | Genesis          | 1 - 0 | 2,178,180
41   | RoyalKnights     | 1 - 0 | 2,172,867
42   | Los_Urgi2!       | 1 - 0 | 2,124,610
43   | Delirios         | 1 - 0 | 2,096,470
44   | YoRHa            | 1 - 0 | 2,080,808
45   | Papeefs          | 1 - 0 | 2,080,015
46   | NotW             | 1 - 0 | 2,035,454
47   | SINoABBY         | 0 - 1 | 2,025,991
48   | Café             | 1 - 0 | 2,022,284
49   | Ultimate☆Despair | 1 - 0 | 1,988,727
50   | Ψ☆Nefilims☆Ψ     | 1 - 0 | 1,954,391
51   | Weebs_Reborn!    | 1 - 0 | 1,893,999
52   | ValeofCrab       | 1 - 0 | 1,892,897
53   | Mirage           | 1 - 0 | 1,889,295
54   | YokoTako         | 0 - 1 | 1,883,942
55   | Zodiac           | 1 - 0 | 1,792,161
56   | Another          | 0 - 1 | 1,773,402
57   | LunarTearSociety | 1 - 0 | 1,772,463
58   | Log~Horizon      | 1 - 0 | 1,762,913
59   | Revive           | 0 - 1 | 1,754,128
60   | BLANKET          | 0 - 1 | 1,749,223
61   | SINoFAMS         | 1 - 0 | 1,745,413
62   | Alter            | 1 - 0 | 1,740,729
63   | ♥♡YoЯHa♡♥        | 0 - 1 | 1,728,984
64   | /nopan/          | 1 - 0 | 1,717,281
65   | AI               | 0 - 1 | 1,694,608
66   | Autores          | 1 - 0 | 1,688,426
67   | WildRose         | 0 - 1 | 1,631,513
68   | Hylia            | 1 - 0 | 1,625,714
69   | Brigandia        | 1 - 0 | 1,601,361
70   | TheNut           | 0 - 1 | 1,594,827
71   | CookieClub       | 1 - 0 | 1,551,336
72   | JuiceBox         | 1 - 0 | 1,542,852
73   | Caribe           | 0 - 1 | 1,524,481
74   | Tiramisu         | 0 - 1 | 1,422,762
75   | Materia          | 0 - 1 | 1,384,961
76   | Abyss            | 0 - 1 | 1,381,438
77   | Killhare         | 0 - 1 | 1,374,495
78   | Platinum         | 1 - 0 | 1,323,803
79   | [~Wicked~]       | 1 - 0 | 1,317,312
80   | エロすぎる            | 1 - 0 | 1,305,249
81   | Royals           | 0 - 1 | 1,280,791
82   | Magius           | 1 - 0 | 1,270,283
83   | Database         | 1 - 0 | 1,264,669
84   | Frans            | 0 - 1 | 1,252,318
85   | ISEKAI           | 0 - 1 | 1,233,457
86   | UɴᴛɪʟDᴀᴡɴ        | 1 - 0 | 1,220,631
87   | Aether           | 0 - 1 | 1,215,613
88   | Cognatus         | 0 - 1 | 1,196,020
89   | Kokytus          | 0 - 1 | 1,191,956
90   | Trishula         | 1 - 0 | 1,176,091
91   | CrimsonRose      | 1 - 0 | 1,154,545
92   | Lollipop         | 1 - 0 | 1,130,644
93   | FGOChile         | 0 - 1 | 1,114,856
94   | Shinigami's      | 0 - 1 | 1,064,954
95   | Mexicore         | 0 - 1 | 1,044,757
96   | SkyL-YRH         | 0 - 1 | 1,012,996
97   | Automata         | 1 - 0 | 961,101
